,Unnamed: 0,lsoa11,index2019,LSOA Code,LSOA Name,Mid-2019 population,Area Sq Km,People per Sq Km
449,449,E01000455,-1.135991402,E01000455,Bexley 013D,"1,761",0.26,6696
450,450,E01000456,-0.873782835,E01000456,Bexley 013E,"1,447",0.17,8572
451,451,E01000457,-0.219126532,E01000457,Bexley 026D,"2,118",0.3,7115
452,452,E01000458,0.127261124,E01000458,Bexley 027E,"1,457",0.34,4306
453,453,E01000459,-0.124753065,E01000459,Bexley 027F,"1,823",0.31,5879
454,454,E01000460,-0.518724067,E01000460,Bexley 022E,"1,255",0.52,2432
455,455,E01000461,-0.595226142,E01000461,Bexley 024E,"1,602",0.54,2961
456,456,E01000462,0.524095716,E01000462,Bexley 026E,"1,875",0.46,4050
457,457,E01000463,-0.86790379,E01000463,Bexley 025E,"1,236",0.24,5240
458,458,E01000464,-0.126330369,E01000464,Bexley 002D,"1,635",0.15,11245
459,459,E01000465,0.191650044,E01000465,Bexley 002E,"1,785",0.27,6651
460,460,E01000466,-0.255277996,E01000466,Bexley 001A,"1,926",2.36,816
461,461,E01000467,0.260907134,E01000467,Bexley 001B,"1,986",0.17,11560
462,462,E01000468,-0.45042955,E01000468,Bexley 001C,"3,134",0.29,10685
463,463,E01000469,-0.106049609,E01000469,Bexley 001D,"1,905",0.38,5018
464,464,E01000470,0.190221173,E01000470,Bexley 002F,"1,356",0.36,3757
465,465,E01000471,-1.023514737,E01000471,Brent 026A,"1,571",0.14,11302
466,466,E01000472,-1.253919751,E01000472,Brent 029A,"1,902",0.43,4395
467,467,E01000473,-1.56796362,E01000473,Brent 029B,"2,345",0.17,13508
468,468,E01000474,-1.148256477,E01000474,Brent 026B,"2,178",0.2,11084
469,469,E01000475,-1.138770281,E01000475,Brent 029C,"2,035",0.31,6518
470,470,E01000476,-1.441340301,E01000476,Brent 026C,"1,728",0.23,7606
471,471,E01000477,-1.349150523,E01000477,Brent 026D,"2,269",0.39,5892
472,472,E01000478,-1.305764417,E01000478,Brent 029D,"2,116",0.19,11015
473,473,E01000479,-0.105898093,E01000479,Brent 009A,"1,637",0.31,5212
474,474,E01000480,-0.88912255,E01000480,Brent 006A,"1,732",0.3,5814
475,475,E01000481,-0.310369318,E01000481,Brent 009B,"1,560",0.25,6132
476,476,E01000482,0.622435886,E01000482,Brent 009C,"2,954",0.34,8637
477,477,E01000483,-0.295262026,E01000483,Brent 009D,"1,820",0.23,8064
478,478,E01000484,-0.122107383,E01000484,Brent 006B,"1,540",0.31,4941
479,479,E01000485,-0.33997161,E01000485,Brent 006C,"1,389",0.18,7821
480,480,E01000486,-1.130973278,E01000486,Brent 006D,"1,651",0.74,2218
481,481,E01000487,-0.667519421,E01000487,Brent 006E,"2,035",0.31,6629
482,482,E01000488,-0.663433291,E01000488,Brent 022A,"1,613",0.16,9920
483,483,E01000489,-0.370767325,E01000489,Brent 030A,"1,518",0.32,4753
484,484,E01000490,-0.098808131,E01000490,Brent 023A,"1,821",0.13,13785
485,485,E01000491,-0.453290916,E01000491,Brent 030B,"1,928",0.37,5186
486,486,E01000492,-0.63139458,E01000492,Brent 030C,"1,293",0.16,8173
487,487,E01000493,-0.893648171,E01000493,Brent 030D,"1,545",0.19,8253
488,488,E01000494,-0.224515924,E01000494,Brent 023B,"1,778",0.22,8111
489,489,E01000495,0.383831007,E01000495,Brent 023C,"1,624",0.17,9447
490,490,E01000497,-0.684960215,E01000497,Brent 011A,"1,672",0.3,5538
491,491,E01000498,-0.904473957,E01000498,Brent 010B,"1,588",0.28,5580
492,492,E01000499,-0.94409156,E01000499,Brent 011B,"1,935",0.53,3666
493,493,E01000501,-0.698724648,E01000501,Brent 011C,"1,863",0.16,11600
494,494,E01000502,-0.597648262,E01000502,Brent 011D,"1,759",0.38,4673
495,495,E01000503,-0.370502342,E01000503,Brent 011E,"2,003",0.41,4942
496,496,E01000504,-0.690031989,E01000504,Brent 018A,"1,798",0.15,12391
497,497,E01000505,-0.654443521,E01000505,Brent 018B,"1,712",0.16,10939
498,498,E01000506,-0.604526924,E01000506,Brent 014A,"1,925",0.29,6550
499,499,E01000507,-0.870246586,E01000507,Brent 018C,"1,685",0.23,7288
500,500,E01000508,-0.419729174,E01000508,Brent 025A,"2,296",0.23,10035
501,501,E01000509,-0.097788657,E01000509,Brent 014B,"1,471",0.13,11342
502,502,E01000510,-0.544416081,E01000510,Brent 014C,"1,785",0.18,10148
503,503,E01000511,-0.497189976,E01000511,Brent 014D,"1,586",0.17,9418
504,504,E01000512,-0.985074649,E01000512,Brent 018D,"1,833",0.15,12051
505,505,E01000513,-0.766043841,E01000513,Brent 002A,"1,582",0.17,9417
506,506,E01000514,-0.988056789,E01000514,Brent 002B,"1,489",0.16,9490
507,507,E01000515,-0.698014795,E01000515,Brent 003A,"1,961",0.38,5131
508,508,E01000516,-0.948844612,E01000516,Brent 002C,"1,894",0.25,7699
509,509,E01000517,-1.138430738,E01000517,Brent 003B,"1,442",0.23,6286
510,510,E01000518,-0.72587483,E01000518,Brent 005A,"1,590",0.5,3178
511,511,E01000519,-0.766460349,E01000519,Brent 005B,"1,927",0.73,2629
512,512,E01000520,-0.630153685,E01000520,Brent 002D,"1,792",0.24,7384
513,513,E01000521,-0.012100124,E01000521,Brent 025B,"2,317",0.14,16433
514,514,E01000522,-0.509687812,E01000522,Brent 025C,"2,027",0.14,14086
515,515,E01000523,-0.619652324,E01000523,Brent 031A,"2,711",0.14,19364
516,516,E01000524,-0.646431085,E01000524,Brent 031B,"2,739",0.16,17390
517,517,E01000525,-0.521937971,E01000525,Brent 031C,"2,053",0.16,13152
518,518,E01000526,0.200019258,E01000526,Brent 025D,"2,438",0.14,17590
519,519,E01000527,-0.183261884,E01000527,Brent 025E,"2,195",0.13,17366
520,520,E01000528,0.115732294,E01000528,Brent 025F,"1,595",0.11,14344
521,521,E01000530,-0.818527728,E01000530,Brent 033A,"1,712",0.18,9738
522,522,E01000531,-0.50021853,E01000531,Brent 033B,"1,974",0.11,18346
523,523,E01000532,-0.292897649,E01000532,Brent 033C,"1,534",0.1,14937
524,524,E01000533,-0.168617714,E01000533,Brent 031E,"2,271",0.19,12164
525,525,E01000534,-0.874286569,E01000534,Brent 033D,"1,606",0.15,10456
526,526,E01000535,-0.545610835,E01000535,Brent 031F,"2,134",0.19,11351
527,527,E01000536,-0.821091107,E01000536,Brent 004A,"1,594",0.33,4780
528,528,E01000538,-1.31916063,E01000538,Brent 004B,"1,512",0.4,3793
529,529,E01000539,-1.057380804,E01000539,Brent 004C,"1,580",0.28,5556
530,530,E01000540,-1.020283583,E01000540,Brent 004D,"1,401",0.38,3731
531,531,E01000541,-1.114699242,E01000541,Brent 004E,"1,367",0.24,5614
532,532,E01000543,-1.14662369,E01000543,Brent 003E,"1,497",0.2,7634
533,533,E01000544,0.098281983,E01000544,Brent 034A,"1,681",0.07,23315
534,534,E01000545,0.293560427,E01000545,Brent 028A,"1,886",0.12,16273
535,535,E01000546,0.173824043,E01000546,Brent 028B,"1,691",0.1,17800
536,536,E01000547,-0.319545724,E01000547,Brent 028C,"1,651",0.08,21781
537,537,E01000548,-0.190423118,E01000548,Brent 028D,"2,184",0.11,20185
538,538,E01000549,-0.457845954,E01000549,Brent 028E,"1,835",0.11,16502
539,539,E01000550,0.879765518,E01000550,Brent 034B,"1,929",0.14,13546
540,540,E01000551,0.129554288,E01000551,Brent 034C,"2,600",0.14,19020
541,541,E01000552,0.197557813,E01000552,Brent 034D,"1,550",0.09,17878
542,542,E01000553,-0.423732992,E01000553,Brent 015A,"2,185",0.14,15355
543,543,E01000554,-0.764527782,E01000554,Brent 015B,"2,050",0.22,9460
544,544,E01000555,-0.678304619,E01000555,Brent 015C,"1,645",0.21,7951
545,545,E01000556,-0.4918362,E01000556,Brent 015D,"2,163",0.1,22094
546,546,E01000557,-0.754940887,E01000557,Brent 015E,"1,949",0.12,16630
547,547,E01000558,-0.099214422,E01000558,Brent 015F,"1,559",0.17,8975
